family,state_id,tape_id,decision_week,prefix,horizon_weeks,action,ret_excel,service_loss,lost_orders,resource,mass_residual
dispatch,dispatch|1100028|w24|pTHESIS,1100028,24,THESIS,8,SLOW,0.00484263346646013,337923294.0,0.0,28.0,0.0
dispatch,dispatch|1100028|w36|pSLOW,1100028,36,SLOW,4,FAST,0.005201004425041616,967043910.0,44.0,56.0,0.0
dispatch,dispatch|1100028|w36|pSLOW,1100028,36,SLOW,4,THESIS,0.005201004425041616,967043910.0,44.0,28.0,0.0
dispatch,dispatch|1100028|w36|pSLOW,1100028,36,SLOW,4,SLOW,0.005382170224852538,976101666.0,53.0,14.0,0.0
dispatch,dispatch|1100028|w36|pSLOW,1100028,36,SLOW,8,FAST,0.004916220604216818,1133657694.0,44.0,112.0,0.0
dispatch,dispatch|1100028|w36|pSLOW,1100028,36,SLOW,8,THESIS,0.004916220604216818,1133657694.0,44.0,56.0,0.0
dispatch,dispatch|1100028|w36|pSLOW,1100028,36,SLOW,8,SLOW,0.0054007154009162684,1174891470.0,63.0,28.0,0.0
dispatch,dispatch|1100028|w44|pFAST,1100028,44,FAST,4,FAST,0.0049042285421108155,535040706.0,0.0,56.0,0.0
dispatch,dispatch|1100028|w44|pFAST,1100028,44,FAST,4,THESIS,0.004916145757226578,535611162.0,0.0,28.0,0.0
dispatch,dispatch|1100028|w44|pFAST,1100028,44,FAST,4,SLOW,0.004928894919836585,536512782.0,0.0,14.0,0.0
dispatch,dispatch|1100028|w44|pFAST,1100028,44,FAST,8,FAST,0.00484801637564973,609933240.0,0.0,112.0,0.0
dispatch,dispatch|1100028|w44|pFAST,1100028,44,FAST,8,THESIS,0.004864797841881861,610539108.0,0.0,56.0,0.0
dispatch,dispatch|1100028|w44|pFAST,1100028,44,FAST,8,SLOW,0.004892763329385497,624742728.0,0.0,28.0,0.0
dispatch,dispatch|1100029|w12|pTHESIS,1100029,12,THESIS,4,FAST,0.005178391446715792,87764358.0,0.0,56.0,0.0
dispatch,dispatch|1100029|w12|pTHESIS,1100029,12,THESIS,4,THESIS,0.005244834108299998,87479970.0,0.0,28.0,0.0
dispatch,dispatch|1100029|w12|pTHESIS,1100029,12,THESIS,4,SLOW,0.00522453466899859,91759728.0,0.0,14.0,0.0
dispatch,dispatch|1100029|w12|pTHESIS,1100029,12,THESIS,8,FAST,0.005180638872750797,123379506.0,0.0,112.0,0.0
dispatch,dispatch|1100029|w12|pTHESIS,1100029,12,THESIS,8,THESIS,0.005312080237264084,125538474.0,0.0,56.0,0.0
dispatch,dispatch|1100029|w12|pTHESIS,1100029,12,THESIS,8,SLOW,0.005393236101203712,147413628.0,0.0,28.0,0.0
dispatch,dispatch|1100029|w24|pSLOW,1100029,24,SLOW,4,FAST,0.005006807296702234,453398610.0,11.0,56.0,0.0
dispatch,dispatch|1100029|w24|pSLOW,1100029,24,SLOW,4,THESIS,0.005006764397290335,453824514.0,11.0,28.0,0.0
dispatch,dispatch|1100029|w24|pSLOW,1100029,24,SLOW,4,SLOW,0.005360606839004237,462243726.0,18.0,14.0,0.0
dispatch,dispatch|1100029|w24|pSLOW,1100029,24,SLOW,8,FAST,0.004928097859620002,566137242.0,11.0,112.0,0.0
dispatch,dispatch|1100029|w24|pSLOW,1100029,24,SLOW,8,THESIS,0.004928063330825059,566563146.0,11.0,56.0,0.0
dispatch,dispatch|1100029|w24|pSLOW,1100029,24,SLOW,8,SLOW,0.0054297068963487264,601627764.0,28.0,28.0,0.0
dispatch,dispatch|1100029|w36|pFAST,1100029,36,FAST,4,FAST,0.005322613267629953,347478762.0,0.0,56.0,0.0
dispatch,dispatch|1100029|w36|pFAST,1100029,36,FAST,4,THESIS,0.00532668308278747,348406794.0,0.0,28.0,0.0
dispatch,dispatch|1100029|w36|pFAST,1100029,36,FAST,4,SLOW,0.005337924427894332,352666578.0,0.0,14.0,0.0
dispatch,dispatch|1100029|w36|pFAST,1100029,36,FAST,8,FAST,0.005413918706078201,393981930.0,0.0,112.0,0.0
dispatch,dispatch|1100029|w36|pFAST,1100029,36,FAST,8,THESIS,0.0054152861478284735,396581802.0,0.0,56.0,0.0
dispatch,dispatch|1100029|w36|pFAST,1100029,36,FAST,8,SLOW,0.0053799777127477265,421083630.0,0.0,28.0,0.0
dispatch,dispatch|1100029|w44|pTHESIS,1100029,44,THESIS,4,FAST,0.005424979846509095,462342186.0,0.0,56.0,0.0
dispatch,dispatch|1100029|w44|pTHESIS,1100029,44,THESIS,4,THESIS,0.0054383988698657945,462403938.0,0.0,28.0,0.0
dispatch,dispatch|1100029|w44|pTHESIS,1100029,44,THESIS,4,SLOW,0.0054062028541639025,466665114.0,0.0,14.0,0.0
dispatch,dispatch|1100029|w44|pTHESIS,1100029,44,THESIS,8,FAST,0.005380494342118504,514563072.0,0.0,112.0,0.0
dispatch,dispatch|1100029|w44|pTHESIS,1100029,44,THESIS,8,THESIS,0.005371429109889395,516058422.0,0.0,56.0,0.0
dispatch,dispatch|1100029|w44|pTHESIS,1100029,44,THESIS,8,SLOW,0.005342843157087559,539461482.0,0.0,28.0,0.0
dispatch,dispatch|1100030|w12|pSLOW,1100030,12,SLOW,4,FAST,0.005638493997888799,143334888.0,0.0,56.0,0.0
dispatch,dispatch|1100030|w12|pSLOW,1100030,12,SLOW,4,THESIS,0.005638493997888799,143334888.0,0.0,28.0,0.0
dispatch,dispatch|1100030|w12|pSLOW,1100030,12,SLOW,4,SLOW,0.0059491907090496,151097676.0,0.0,14.0,0.0
dispatch,dispatch|1100030|w12|pSLOW,1100030,12,SLOW,8,FAST,0.005719587520313775,199164744.0,0.0,112.0,0.0
dispatch,dispatch|1100030|w12|pSLOW,1100030,12,SLOW,8,THESIS,0.005719587520313775,199164744.0,0.0,56.0,0.0
dispatch,dispatch|1100030|w12|pSLOW,1100030,12,SLOW,8,SLOW,0.006029206291118495,236821362.0,0.0,28.0,0.0
dispatch,dispatch|1100030|w24|pFAST,1100030,24,FAST,4,FAST,0.006022405315479756,210398382.0,0.0,56.0,0.0
dispatch,dispatch|1100030|w24|pFAST,1100030,24,FAST,4,THESIS,0.006058773912381427,210460182.0,0.0,28.0,0.0
dispatch,dispatch|1100030|w24|pFAST,1100030,24,FAST,4,SLOW,0.006098557872887031,214955592.0,0.0,14.0,0.0
dispatch,dispatch|1100030|w24|pFAST,1100030,24,FAST,8,FAST,0.005968750642925724,254018364.0,0.0,112.0,0.0
dispatch,dispatch|1100030|w24|pFAST,1100030,24,FAST,8,THESIS,0.005989664824604394,255146256.0,0.0,56.0,0.0
dispatch,dispatch|1100030|w24|pFAST,1100030,24,FAST,8,SLOW,0.006126098627220692,278665362.0,0.0,28.0,0.0
dispatch,dispatch|1100030|w36|pTHESIS,1100030,36,THESIS,4,FAST,0.00593967083947425,350647386.0,0.0,56.0,0.0
dispatch,dispatch|1100030|w36|pTHESIS,1100030,36,THESIS,4,THESIS,0.00593967083947425,350709384.0,0.0,28.0,0.0
dispatch,dispatch|1100030|w36|pTHESIS,1100030,36,THESIS,4,SLOW,0.005951114874965688,355418244.0,0.0,14.0,0.0
dispatch,dispatch|1100030|w36|pTHESIS,1100030,36,THESIS,8,FAST,0.005977382807470422,400438362.0,0.0,112.0,0.0
dispatch,dispatch|1100030|w36|pTHESIS,1100030,36,THESIS,8,THESIS,0.005981182312425348,401047284.0,0.0,56.0,0.0
dispatch,dispatch|1100030|w36|pTHESIS,1100030,36,THESIS,8,SLOW,0.005937231509024921,425526156.0,0.0,28.0,0.0
dispatch,dispatch|1100030|w44|pSLOW,1100030,44,SLOW,4,FAST,0.005635363393131762,1334297310.0,63.0,56.0,0.0
dispatch,dispatch|1100030|w44|pSLOW,1100030,44,SLOW,4,THESIS,0.00563507315703173,1334955438.0,63.0,28.0,0.0
dispatch,dispatch|1100030|w44|pSLOW,1100030,44,SLOW,4,SLOW,0.005839032051263587,1341861852.0,70.0,14.0,0.0
dispatch,dispatch|1100030|w44|pSLOW,1100030,44,SLOW,8,FAST,0.0053772250237589456,1533708510.0,63.0,112.0,0.0
dispatch,dispatch|1100030|w44|pSLOW,1100030,44,SLOW,8,THESIS,0.005376978173467679,1534366638.0,63.0,56.0,0.0
dispatch,dispatch|1100030|w44|pSLOW,1100030,44,SLOW,8,SLOW,0.005816875448224204,1571864352.0,81.0,28.0,0.0
dispatch,dispatch|1100031|w12|pFAST,1100031,12,FAST,4,FAST,0.006189011384754988,87328170.0,0.0,56.0,0.0
dispatch,dispatch|1100031|w12|pFAST,1100031,12,FAST,4,THESIS,0.006189011384754988,87328170.0,0.0,28.0,0.0
dispatch,dispatch|1100031|w12|pFAST,1100031,12,FAST,4,SLOW,0.006296781552818593,91821330.0,0.0,14.0,0.0
dispatch,dispatch|1100031|w12|pFAST,1100031,12,FAST,8,FAST,0.00606722939336618,123114042.0,0.0,112.0,0.0
dispatch,dispatch|1100031|w12|pFAST,1100031,12,FAST,8,THESIS,0.0060227124203591186,122390178.0,0.0,56.0,0.0
dispatch,dispatch|1100031|w12|pFAST,1100031,12,FAST,8,SLOW,0.00616547785072583,145985178.0,0.0,28.0,0.0
dispatch,dispatch|1100031|w24|pTHESIS,1100031,24,THESIS,4,FAST,0.0060077483768485665,204286776.0,0.0,56.0,0.0
dispatch,dispatch|1100031|w24|pTHESIS,1100031,24,THESIS,4,THESIS,0.005973062998817305,204667842.0,0.0,28.0,0.0
dispatch,dispatch|1100031|w24|pTHESIS,1100031,24,THESIS,4,SLOW,0.00591750768483162,210023862.0,0.0,14.0,0.0
dispatch,dispatch|1100031|w24|pTHESIS,1100031,24,THESIS,8,FAST,0.005954876451157705,247179660.0,0.0,112.0,0.0
dispatch,dispatch|1100031|w24|pTHESIS,1100031,24,THESIS,8,THESIS,0.005950952395866664,248903838.0,0.0,56.0,0.0
dispatch,dispatch|1100031|w24|pTHESIS,1100031,24,THESIS,8,SLOW,0.005939147204492804,273609756.0,0.0,28.0,0.0
dispatch,dispatch|1100031|w36|pSLOW,1100031,36,SLOW,4,FAST,0.005699079845614885,939417666.0,43.0,56.0,0.0
dispatch,dispatch|1100031|w36|pSLOW,1100031,36,SLOW,4,THESIS,0.005699079845614885,939417666.0,43.0,28.0,0.0
dispatch,dispatch|1100031|w36|pSLOW,1100031,36,SLOW,4,SLOW,0.005913994380526513,945963042.0,51.0,14.0,0.0
dispatch,dispatch|1100031|w36|pSLOW,1100031,36,SLOW,8,FAST,0.005321639114692218,1107614286.0,43.0,112.0,0.0
dispatch,dispatch|1100031|w36|pSLOW,1100031,36,SLOW,8,THESIS,0.005495635877249907,1115972910.0,48.0,56.0,0.0
dispatch,dispatch|1100031|w36|pSLOW,1100031,36,SLOW,8,SLOW,0.005792345190713948,1148488434.0,67.0,28.0,0.0
dispatch,dispatch|1100031|w44|pFAST,1100031,44,FAST,4,FAST,0.005786637037006324,455221368.0,0.0,56.0,0.0
dispatch,dispatch|1100031|w44|pFAST,1100031,44,FAST,4,THESIS,0.005786637037006324,455221368.0,0.0,28.0,0.0
dispatch,dispatch|1100031|w44|pFAST,1100031,44,FAST,4,SLOW,0.005836770085341303,459962868.0,0.0,14.0,0.0
dispatch,dispatch|1100031|w44|pFAST,1100031,44,FAST,8,FAST,0.00567418579814311,514858092.0,0.0,112.0,0.0
dispatch,dispatch|1100031|w44|pFAST,1100031,44,FAST,8,THESIS,0.005685178591835502,515271012.0,0.0,56.0,0.0
dispatch,dispatch|1100031|w44|pFAST,1100031,44,FAST,8,SLOW,0.005747139209168178,540962670.0,0.0,28.0,0.0
dispatch,dispatch|1100032|w12|pTHESIS,1100032,12,THESIS,4,FAST,0.0049903660748123885,89490210.0,0.0,56.0,0.0
dispatch,dispatch|1100032|w12|pTHESIS,1100032,12,THESIS,4,THESIS,0.005039411199297706,90232218.0,0.0,28.0,0.0
dispatch,dispatch|1100032|w12|pTHESIS,1100032,12,THESIS,4,SLOW,0.0049159011926917994,94935660.0,0.0,14.0,0.0
dispatch,dispatch|1100032|w12|pTHESIS,1100032,12,THESIS,8,FAST,0.005080680572957489,123232374.0,0.0,112.0,0.0
dispatch,dispatch|1100032|w12|pTHESIS,1100032,12,THESIS,8,THESIS,0.005075046963561521,123991362.0,0.0,56.0,0.0
dispatch,dispatch|1100032|w12|pTHESIS,1100032,12,THESIS,8,SLOW,0.005073790432796627,150408816.0,0.0,28.0,0.0
dispatch,dispatch|1100032|w24|pSLOW,1100032,24,SLOW,4,FAST,0.005054366119280024,432823290.0,9.0,56.0,0.0
dispatch,dispatch|1100032|w24|pSLOW,1100032,24,SLOW,4,THESIS,0.005054366119280024,432823290.0,9.0,28.0,0.0
dispatch,dispatch|1100032|w24|pSLOW,1100032,24,SLOW,4,SLOW,0.005387487750768928,442000806.0,18.0,14.0,0.0
dispatch,dispatch|1100032|w24|pSLOW,1100032,24,SLOW,8,FAST,0.004798093825481605,538969326.0,9.0,112.0,0.0
dispatch,dispatch|1100032|w24|pSLOW,1100032,24,SLOW,8,THESIS,0.004798093825481605,538969326.0,9.0,56.0,0.0
dispatch,dispatch|1100032|w24|pSLOW,1100032,24,SLOW,8,SLOW,0.00541283782243327,580989036.0,29.0,28.0,0.0
dispatch,dispatch|1100032|w36|pFAST,1100032,36,FAST,4,FAST,0.005314809326886799,336527736.0,0.0,56.0,0.0
dispatch,dispatch|1100032|w36|pFAST,1100032,36,FAST,4,THESIS,0.005314809326886799,336527736.0,0.0,28.0,0.0
dispatch,dispatch|1100032|w36|pFAST,1100032,36,FAST,4,SLOW,0.005321836255641001,338677836.0,0.0,14.0,0.0
dispatch,dispatch|1100032|w36|pFAST,1100032,36,FAST,8,FAST,0.0053144050841384145,389646708.0,0.0,112.0,0.0
dispatch,dispatch|1100032|w36|pFAST,1100032,36,FAST,8,THESIS,0.0053144050841384145,389646708.0,0.0,56.0,0.0
dispatch,dispatch|1100032|w36|pFAST,1100032,36,FAST,8,SLOW,0.005357335563524923,409068216.0,0.0,28.0,0.0
dispatch,dispatch|1100032|w44|pTHESIS,1100032,44,THESIS,4,FAST,0.005361342013279943,450254454.0,0.0,56.0,0.0
dispatch,dispatch|1100032|w44|pTHESIS,1100032,44,THESIS,4,THESIS,0.005361342013279943,450254454.0,0.0,28.0,0.0
dispatch,dispatch|1100032|w44|pTHESIS,1100032,44,THESIS,4,SLOW,0.005319540544577868,454594704.0,0.0,14.0,0.0
dispatch,dispatch|1100032|w44|pTHESIS,1100032,44,THESIS,8,FAST,0.0053825262167337745,505421004.0,0.0,112.0,0.0
dispatch,dispatch|1100032|w44|pTHESIS,1100032,44,THESIS,8,THESIS,0.0053825262167337745,505421004.0,0.0,56.0,0.0
dispatch,dispatch|1100032|w44|pTHESIS,1100032,44,THESIS,8,SLOW,0.005357053455815142,529677144.0,0.0,28.0,0.0
dispatch,dispatch|1100033|w12|pSLOW,1100033,12,SLOW,4,FAST,0.005190897340405875,143887782.0,0.0,56.0,0.0
dispatch,dispatch|1100033|w12|pSLOW,1100033,12,SLOW,4,THESIS,0.005227550698830754,144780906.0,0.0,28.0,0.0
dispatch,dispatch|1100033|w12|pSLOW,1100033,12,SLOW,4,SLOW,0.005753560788478325,152676762.0,0.0,14.0,0.0
dispatch,dispatch|1100033|w12|pSLOW,1100033,12,SLOW,8,FAST,0.005202223517716631,199191468.0,0.0,112.0,0.0
dispatch,dispatch|1100033|w12|pSLOW,1100033,12,SLOW,8,THESIS,0.00518206953632298,201609696.0,0.0,56.0,0.0
dispatch,dispatch|1100033|w12|pSLOW,1100033,12,SLOW,8,SLOW,0.005731276040468128,238142382.0,0.0,28.0,0.0
dispatch,dispatch|1100033|w24|pFAST,1100033,24,FAST,4,FAST,0.005289744304637315,241333056.0,0.0,56.0,0.0
dispatch,dispatch|1100033|w24|pFAST,1100033,24,FAST,4,THESIS,0.005275661658091469,241300884.0,0.0,28.0,0.0
dispatch,dispatch|1100033|w24|pFAST,1100033,24,FAST,4,SLOW,0.005334225468728215,244970094.0,0.0,14.0,0.0
dispatch,dispatch|1100033|w24|pFAST,1100033,24,FAST,8,FAST,0.005288238491230192,292448556.0,0.0,112.0,0.0
dispatch,dispatch|1100033|w24|pFAST,1100033,24,FAST,8,THESIS,0.005298562159396762,294731376.0,0.0,56.0,0.0
dispatch,dispatch|1100033|w24|pFAST,1100033,24,FAST,8,SLOW,0.0053834519640864045,315404370.0,0.0,28.0,0.0
dispatch,dispatch|1100033|w36|pTHESIS,1100033,36,THESIS,4,FAST,0.005288066007241874,408798048.0,0.0,56.0,0.0
dispatch,dispatch|1100033|w36|pTHESIS,1100033,36,THESIS,4,THESIS,0.005300998521960318,408736158.0,0.0,28.0,0.0
dispatch,dispatch|1100033|w36|pTHESIS,1100033,36,THESIS,4,SLOW,0.00529686960605352,413107110.0,0.0,14.0,0.0
dispatch,dispatch|1100033|w36|pTHESIS,1100033,36,THESIS,8,FAST,0.005377402064689568,465822138.0,0.0,112.0,0.0
dispatch,dispatch|1100033|w36|pTHESIS,1100033,36,THESIS,8,THESIS,0.00541085634766808,466578120.0,0.0,56.0,0.0
dispatch,dispatch|1100033|w36|pTHESIS,1100033,36,THESIS,8,SLOW,0.0053595051768450365,490552968.0,0.0,28.0,0.0
dispatch,dispatch|1100033|w44|pSLOW,1100033,44,SLOW,4,FAST,0.0054818225581088325,1349640408.0,64.0,56.0,0.0
dispatch,dispatch|1100033|w44|pSLOW,1100033,44,SLOW,4,THESIS,0.0054818225581088325,1349640408.0,64.0,28.0,0.0
dispatch,dispatch|1100033|w44|pSLOW,1100033,44,SLOW,4,SLOW,0.005652945506777252,1357086852.0,73.0,14.0,0.0
dispatch,dispatch|1100033|w44|pSLOW,1100033,44,SLOW,8,FAST,0.005100905998629205,1553546868.0,64.0,112.0,0.0
dispatch,dispatch|1100033|w44|pSLOW,1100033,44,SLOW,8,THESIS,0.005100905998629205,1553546868.0,64.0,56.0,0.0
dispatch,dispatch|1100033|w44|pSLOW,1100033,44,SLOW,8,SLOW,0.005493139512651079,1589183340.0,83.0,28.0,0.0
dispatch,dispatch|1100034|w12|pFAST,1100034,12,FAST,4,FAST,0.005341821311067817,84751560.0,0.0,56.0,0.0
dispatch,dispatch|1100034|w12|pFAST,1100034,12,FAST,4,THESIS,0.00530905924025463,85963002.0,0.0,28.0,0.0
dispatch,dispatch|1100034|w12|pFAST,1100034,12,FAST,4,SLOW,0.00534131149596927,90567438.0,0.0,14.0,0.0
dispatch,dispatch|1100034|w12|pFAST,1100034,12,FAST,8,FAST,0.005494335138441439,120471738.0,0.0,112.0,0.0
dispatch,dispatch|1100034|w12|pFAST,1100034,12,FAST,8,THESIS,0.005449870571242524,122790336.0,0.0,56.0,0.0
dispatch,dispatch|1100034|w12|pFAST,1100034,12,FAST,8,SLOW,0.0054324053533524415,147324216.0,0.0,28.0,0.0
dispatch,dispatch|1100034|w24|pTHESIS,1100034,24,THESIS,4,FAST,0.005064754061265545,207619500.0,0.0,56.0,0.0
dispatch,dispatch|1100034|w24|pTHESIS,1100034,24,THESIS,4,THESIS,0.005064754061265545,207779418.0,0.0,28.0,0.0
dispatch,dispatch|1100034|w24|pTHESIS,1100034,24,THESIS,4,SLOW,0.005054914801728649,211598406.0,0.0,14.0,0.0
dispatch,dispatch|1100034|w24|pTHESIS,1100034,24,THESIS,8,FAST,0.005211832889114662,252060882.0,0.0,112.0,0.0
dispatch,dispatch|1100034|w24|pTHESIS,1100034,24,THESIS,8,THESIS,0.005201034502097573,253360734.0,0.0,56.0,0.0
dispatch,dispatch|1100034|w24|pTHESIS,1100034,24,THESIS,8,SLOW,0.005163350302567991,274305450.0,0.0,28.0,0.0
dispatch,dispatch|1100034|w36|pSLOW,1100034,36,SLOW,4,FAST,0.004879321608933015,930618270.0,43.0,56.0,0.0
dispatch,dispatch|1100034|w36|pSLOW,1100034,36,SLOW,4,THESIS,0.004879321608933015,930514704.0,43.0,28.0,0.0
dispatch,dispatch|1100034|w36|pSLOW,1100034,36,SLOW,4,SLOW,0.00513207952992075,937922106.0,51.0,14.0,0.0
dispatch,dispatch|1100034|w36|pSLOW,1100034,36,SLOW,8,FAST,0.004851835190184267,1095896130.0,43.0,112.0,0.0
dispatch,dispatch|1100034|w36|pSLOW,1100034,36,SLOW,8,THESIS,0.0048792073658243265,1096581900.0,43.0,56.0,0.0
dispatch,dispatch|1100034|w36|pSLOW,1100034,36,SLOW,8,SLOW,0.005268231957810006,1132044576.0,61.0,28.0,0.0
dispatch,dispatch|1100034|w44|pFAST,1100034,44,FAST,4,FAST,0.005518382073777281,441349494.0,0.0,56.0,0.0
dispatch,dispatch|1100034|w44|pFAST,1100034,44,FAST,4,THESIS,0.0055048978954807095,443664984.0,0.0,28.0,0.0
dispatch,dispatch|1100034|w44|pFAST,1100034,44,FAST,4,SLOW,0.005482921701068837,447087828.0,0.0,14.0,0.0
dispatch,dispatch|1100034|w44|pFAST,1100034,44,FAST,8,FAST,0.00542613230332804,499692900.0,0.0,112.0,0.0
dispatch,dispatch|1100034|w44|pFAST,1100034,44,FAST,8,THESIS,0.0053976982727913176,502955952.0,0.0,56.0,0.0
dispatch,dispatch|1100034|w44|pFAST,1100034,44,FAST,8,SLOW,0.005412250000005508,521769372.0,0.0,28.0,0.0
dispatch,dispatch|1100035|w12|pTHESIS,1100035,12,THESIS,4,FAST,0.004753578382347299,111883650.0,0.0,56.0,0.0
dispatch,dispatch|1100035|w12|pTHESIS,1100035,12,THESIS,4,THESIS,0.004701479044834334,112534698.0,0.0,28.0,0.0
dispatch,dispatch|1100035|w12|pTHESIS,1100035,12,THESIS,4,SLOW,0.004640072608456214,117490566.0,0.0,14.0,0.0
dispatch,dispatch|1100035|w12|pTHESIS,1100035,12,THESIS,8,FAST,0.005097540763157453,155661294.0,0.0,112.0,0.0
dispatch,dispatch|1100035|w12|pTHESIS,1100035,12,THESIS,8,THESIS,0.0050589052993837945,156312342.0,0.0,56.0,0.0
dispatch,dispatch|1100035|w12|pTHESIS,1100035,12,THESIS,8,SLOW,0.005016764701397937,182414514.0,0.0,28.0,0.0
dispatch,dispatch|1100035|w24|pSLOW,1100035,24,SLOW,4,FAST,0.004751653536638424,472298586.0,11.0,56.0,0.0
dispatch,dispatch|1100035|w24|pSLOW,1100035,24,SLOW,4,THESIS,0.004751653536638424,472298586.0,11.0,28.0,0.0
dispatch,dispatch|1100035|w24|pSLOW,1100035,24,SLOW,4,SLOW,0.005153589131678899,480639894.0,20.0,14.0,0.0
dispatch,dispatch|1100035|w24|pSLOW,1100035,24,SLOW,8,FAST,0.004498398840749299,584760888.0,11.0,112.0,0.0
dispatch,dispatch|1100035|w24|pSLOW,1100035,24,SLOW,8,THESIS,0.004498398840749299,584760888.0,11.0,56.0,0.0
dispatch,dispatch|1100035|w24|pSLOW,1100035,24,SLOW,8,SLOW,0.005204189604604452,624618588.0,31.0,28.0,0.0
dispatch,dispatch|1100035|w36|pFAST,1100035,36,FAST,4,FAST,0.005222114393343279,413381940.0,0.0,56.0,0.0
dispatch,dispatch|1100035|w36|pFAST,1100035,36,FAST,4,THESIS,0.005238608378935719,414790554.0,0.0,28.0,0.0
dispatch,dispatch|1100035|w36|pFAST,1100035,36,FAST,4,SLOW,0.005273067474421252,418010280.0,0.0,14.0,0.0
dispatch,dispatch|1100035|w36|pFAST,1100035,36,FAST,8,FAST,0.005246445909021157,474479292.0,0.0,112.0,0.0
dispatch,dispatch|1100035|w36|pFAST,1100035,36,FAST,8,THESIS,0.005258702932370075,476507538.0,0.0,56.0,0.0
dispatch,dispatch|1100035|w36|pFAST,1100035,36,FAST,8,SLOW,0.005331469369994974,497544606.0,0.0,28.0,0.0
dispatch,dispatch|1100035|w44|pTHESIS,1100035,44,THESIS,4,FAST,0.00525268143704139,545608596.0,0.0,56.0,0.0
dispatch,dispatch|1100035|w44|pTHESIS,1100035,44,THESIS,4,THESIS,0.00525268143704139,545608596.0,0.0,28.0,0.0
dispatch,dispatch|1100035|w44|pTHESIS,1100035,44,THESIS,4,SLOW,0.005279255437296432,551354124.0,0.0,14.0,0.0
dispatch,dispatch|1100035|w44|pTHESIS,1100035,44,THESIS,8,FAST,0.005238584086968722,617179140.0,0.0,112.0,0.0
dispatch,dispatch|1100035|w44|pTHESIS,1100035,44,THESIS,8,THESIS,0.005238512408596636,617660748.0,0.0,56.0,0.0
dispatch,dispatch|1100035|w44|pTHESIS,1100035,44,THESIS,8,SLOW,0.005257041169972609,639215946.0,0.0,28.0,0.0
dispatch,dispatch|1100036|w12|pSLOW,1100036,12,SLOW,4,FAST,0.005304974419912856,129588648.0,0.0,56.0,0.0
dispatch,dispatch|1100036|w12|pSLOW,1100036,12,SLOW,4,THESIS,0.005304974419912856,129588648.0,0.0,28.0,0.0
dispatch,dispatch|1100036|w12|pSLOW,1100036,12,SLOW,4,SLOW,0.005774781859633886,134325660.0,0.0,14.0,0.0
dispatch,dispatch|1100036|w12|pSLOW,1100036,12,SLOW,8,FAST,0.005132304545952963,187809882.0,0.0,112.0,0.0
dispatch,dispatch|1100036|w12|pSLOW,1100036,12,SLOW,8,THESIS,0.005132304545952963,187809882.0,0.0,56.0,0.0
dispatch,dispatch|1100036|w12|pSLOW,1100036,12,SLOW,8,SLOW,0.005782213058211522,216969636.0,0.0,28.0,0.0
dispatch,dispatch|1100036|w24|pFAST,1100036,24,FAST,4,FAST,0.005284902496649962,190169220.0,0.0,56.0,0.0
dispatch,dispatch|1100036|w24|pFAST,1100036,24,FAST,4,THESIS,0.005284902496649962,190169220.0,0.0,28.0,0.0
dispatch,dispatch|1100036|w24|pFAST,1100036,24,FAST,4,SLOW,0.005307854718746258,195810450.0,0.0,14.0,0.0
dispatch,dispatch|1100036|w24|pFAST,1100036,24,FAST,8,FAST,0.00541303908344876,230367180.0,0.0,112.0,0.0
dispatch,dispatch|1100036|w24|pFAST,1100036,24,FAST,8,THESIS,0.005402685975256596,230853084.0,0.0,56.0,0.0
dispatch,dispatch|1100036|w24|pFAST,1100036,24,FAST,8,SLOW,0.005375910408827155,256134648.0,0.0,28.0,0.0
dispatch,dispatch|1100036|w36|pTHESIS,1100036,36,THESIS,4,FAST,0.005475957518845083,318795174.0,0.0,56.0,0.0
dispatch,dispatch|1100036|w36|pTHESIS,1100036,36,THESIS,4,THESIS,0.005468897485548933,319390704.0,0.0,28.0,0.0
dispatch,dispatch|1100036|w36|pTHESIS,1100036,36,THESIS,4,SLOW,0.005474374852378939,323486622.0,0.0,14.0,0.0
dispatch,dispatch|1100036|w36|pTHESIS,1100036,36,THESIS,8,FAST,0.005577803921282206,364953942.0,0.0,112.0,0.0
dispatch,dispatch|1100036|w36|pTHESIS,1100036,36,THESIS,8,THESIS,0.005558870066896555,366947796.0,0.0,56.0,0.0
dispatch,dispatch|1100036|w36|pTHESIS,1100036,36,THESIS,8,SLOW,0.00553007154141896,390741492.0,0.0,28.0,0.0
dispatch,dispatch|1100036|w44|pSLOW,1100036,44,SLOW,4,FAST,0.005317029076053345,1325508990.0,64.0,56.0,0.0
dispatch,dispatch|1100036|w44|pSLOW,1100036,44,SLOW,4,THESIS,0.005319076547624641,1326411990.0,64.0,28.0,0.0
dispatch,dispatch|1100036|w44|pSLOW,1100036,44,SLOW,4,SLOW,0.005515012222820728,1334172438.0,74.0,14.0,0.0
dispatch,dispatch|1100036|w44|pSLOW,1100036,44,SLOW,8,FAST,0.004957888590521186,1528959066.0,64.0,112.0,0.0
dispatch,dispatch|1100036|w44|pSLOW,1100036,44,SLOW,8,THESIS,0.004972740644002013,1531553178.0,64.0,56.0,0.0
dispatch,dispatch|1100036|w44|pSLOW,1100036,44,SLOW,8,SLOW,0.005396783297167199,1569993414.0,85.0,28.0,0.0
dispatch,dispatch|1100037|w12|pFAST,1100037,12,FAST,4,FAST,0.005400921966498757,77043426.0,0.0,56.0,0.0
